,Emotions,Folder,Filename,Sample_Rate,Num_Frames,Duration
64,sad,actor_27,/03-01-04-01-02-27-02-02-02.wav,16000,142525,8.9078125
65,sad,actor_27,/03-01-04-01-03-27-02-02-02-03-77.wav,16000,139557,8.7223125
66,sad,actor_27,/03-01-04-01-07-27-02-02-02-03.wav,16000,212544,13.284
67,sad,actor_27,/03-01-04-01-07-27-02-02-02-02.wav,16000,119840,7.49
68,fearful,actor_27,/03-01-06-02-20-27-02-02-02.wav,16000,50155,3.1346875
69,angry,actor_18,/03-01-05-02-13-18-02-03-01.wav,16000,38038,2.377375
70,neutral,actor_18,/03-01-02-01-08-18-02-03-01.wav,16000,23825,1.4890625
71,angry,actor_18,/03-01-05-02-05-18-02-03-01.wav,16000,174708,10.91925
72,sad,actor_18,/03-01-04-01-01-18-02-03-01.wav,16000,174708,10.91925
73,angry,actor_18,/03-01-05-02-02-18-02-03-01.wav,16000,20480,1.28
74,disappointment,actor_18,/03-01-12-01-01-18-02-03-01.wav,16000,167185,10.4490625
75,surprised,actor_18,/03-01-08-01-11-18-02-03-01.wav,16000,20480,1.28
76,surprised,actor_18,/03-01-08-02-16-18-02-03-01.wav,16000,17555,1.0971875
77,neutral,actor_18,/03-01-02-02-10-18-02-03-01.wav,16000,13376,0.836
78,surprised,actor_18,/03-01-08-01-10-18-02-03-01.wav,16000,64367,4.0229375
79,neutral,actor_18,/03-01-02-01-01-18-02-03-01.wav,16000,137928,8.6205
80,disappointment,actor_18,/03-01-12-02-08-18-02-03-01.wav,16000,174708,10.91925
81,surprised,actor_18,/03-01-08-02-01-18-02-03-01.wav,16000,57262,3.578875
82,surprised,actor_18,/03-01-08-02-06-18-02-03-01.wav,16000,25497,1.5935625
83,neutral,actor_18,/03-01-02-01-06-18-02-03-01.wav,16000,174708,10.91925
84,neutral,actor_18,/03-01-02-01-22-18-02-03-01.wav,16000,102400,6.4
85,angry,actor_18,/03-01-05-02-12-18-02-03-01.wav,16000,123717,7.7323125
86,neutral,actor_18,/03-01-02-02-08-18-02-03-01-02.wav,16000,174708,10.91925
87,neutral,actor_18,/03-01-02-02-17-18-02-03-01.wav,16000,41379,2.5861875
88,angry,actor_18,/03-01-05-02-04-18-02-03-01.wav,16000,70218,4.388625
89,surprised,actor_18,/03-01-08-02-09-18-02-03-01.wav,16000,43469,2.7168125
90,surprised,actor_18,/03-01-08-02-15-18-02-03-01.wav,16000,23825,1.4890625
91,sad,actor_18,/03-01-04-01-02-18-02-03-01-02.wav,16000,78292,4.89325
92,surprised,actor_18,/03-01-08-01-12-18-02-03-01.wav,16000,64279,4.0174375
93,sad,actor_18,/03-01-04-02-05-18-02-03-01.wav,16000,174708,10.91925
94,sad,actor_18,/03-01-04-02-05-18-02-03-01-05.wav,16000,126643,7.9151875
95,disappointment,actor_18,/03-01-12-01-02-18-02-03-01.wav,16000,151720,9.4825
96,sad,actor_18,/03-01-04-01-02-18-02-03-01.wav,16000,110342,6.896375
97,excited,actor_18,/03-01-09-02-07-18-02-03-01.wav,16000,22989,1.4368125
98,surprised,actor_18,/03-01-08-02-03-18-02-03-01.wav,16000,8778,0.548625
99,angry,actor_18,/03-01-05-02-10-18-02-03-01.wav,16000,123299,7.7061875
100,angry,actor_18,/03-01-05-02-09-18-02-03-01.wav,16000,154228,9.63925
101,neutral,actor_18,/03-01-02-01-04-18-02-03-01.wav,16000,83175,5.1984375
102,angry,actor_18,/03-01-05-02-06-18-02-03-01.wav,16000,110342,6.896375
103,sad,actor_18,/03-01-04-01-01-18-02-03-01-02.wav,16000,174708,10.91925
104,angry,actor_18,/03-01-05-02-11-18-02-03-01.wav,16000,69382,4.336375
105,angry,actor_18,/03-01-05-02-08-18-02-03-01-03.wav,16000,174708,10.91925
106,angry,actor_18,/03-01-05-02-05-18-02-03-01-02.wav,16000,77324,4.83275
107,angry,actor_18,/03-01-05-02-07-18-02-03-01.wav,16000,152138,9.508625
108,neutral,actor_18,/03-01-02-01-06-18-02-03-01-04.wav,16000,94387,5.8991875
109,neutral,actor_18,/03-01-02-01-13-18-02-03-01.wav,16000,35110,2.194375
110,neutral,actor_18,/03-01-02-01-14-18-02-03-01.wav,16000,38035,2.3771875
111,sad,actor_18,/03-01-04-01-03-18-02-03-01.wav,16000,174708,10.91925
112,disappointment,actor_18,/03-01-12-01-03-18-02-03-01.wav,16000,44305,2.7690625
113,angry,actor_18,/03-01-05-02-06-18-02-03-01-02.wav,16000,110342,6.896375
114,neutral,actor_18,/03-01-02-01-06-18-02-03-01-02.wav,16000,174708,10.91925
115,surprised,actor_18,/03-01-08-01-05-18-02-03-01.wav,16000,36782,2.298875
116,neutral,actor_18,/03-01-02-01-02-18-02-03-01.wav,16000,81085,5.0678125
117,neutral,actor_18,/03-01-02-01-06-18-02-03-01-03.wav,16000,174708,10.91925
118,fearful,actor_20,/03-01-06-02-10-20-02-02-02-04.wav,16000,71053,4.4408125
119,angry,actor_20,/03-01-05-02-34-20-02-03-01.wav,16000,38035,2.3771875
120,surprised,actor_20,/03-01-08-01-25-20-01-03-01.wav,16000,14212,0.88825
121,angry,actor_20,/03-01-05-02-12-20-01-03-01.wav,16000,22153,1.3845625
122,angry,actor_20,/03-01-05-02-20-20-01-03-01.wav,16000,30094,1.880875
123,angry,actor_20,/03-01-05-02-41-20-02-03-01.wav,16000,165513,10.3445625
124,neutral,actor_20,/03-01-02-01-42-20-01-03-01-77.wav,16000,174708,10.91925
125,neutral,actor_20,/03-01-02-01-17-20-02-02-02-04.wav,16000,46394,2.899625
126,angry,actor_20,/03-01-05-02-27-20-01-03-01.wav,16000,93624,5.8515
127,angry,actor_20,/03-01-05-02-15-20-01-03-01.wav,16000,30094,1.880875
128,angry,actor_20,/03-01-05-02-28-20-01-03-01.wav,16000,64785,4.0490625
129,angry,actor_20,/03-01-05-02-48-20-02-07-01.wav,16000,70218,4.388625
130,angry,actor_20,/03-01-05-02-33-20-02-03-01.wav,16000,125807,7.8629375
131,excited,actor_20,/03-01-09-01-20-20-02-02-01.wav,16000,65202,4.075125
132,neutral,actor_20,/03-01-02-01-10-20-02-02-01.wav,16000,66874,4.179625
133,angry,actor_20,/03-01-05-02-26-20-01-03-01.wav,16000,174708,10.91925
134,angry,actor_20,/03-01-05-02-14-20-01-03-01.wav,16000,8778,0.548625
135,angry,actor_20,/03-01-05-02-29-20-01-03-01.wav,16000,11286,0.705375
136,angry,actor_20,/03-01-05-02-11-20-02-02-02-04.wav,16000,289152,18.072
137,disappointment,actor_20,/03-01-12-01-30-20-02-02-02-04.wav,16000,250368,15.648
138,neutral,actor_20,/03-01-02-01-11-20-02-02-02-04.wav,16000,171781,10.7363125
139,angry,actor_20,/03-01-05-02-32-20-02-03-01.wav,16000,174708,10.91925
140,angry,actor_20,/03-01-05-02-35-20-02-03-01.wav,16000,174708,10.91925
141,angry,actor_20,/03-01-05-02-12-20-02-02-02-04.wav,16000,130403,8.1501875
142,neutral,actor_20,/03-01-02-01-12-20-02-02-02-04.wav,16000,145032,9.0645
143,angry,actor_20,/03-01-05-02-21-20-01-03-01.wav,16000,25079,1.5674375
144,angry,actor_20,/03-01-05-02-40-20-02-03-01.wav,16000,70218,4.388625
145,angry,actor_20,/03-01-05-02-19-20-01-03-01.wav,16000,30094,1.880875
146,angry,actor_20,/03-01-05-02-24-20-01-03-01.wav,16000,61859,3.8661875
147,angry,actor_20,/03-01-05-02-13-20-02-02-02-04.wav,16000,179305,11.2065625
148,neutral,actor_20,/03-01-02-01-30-20-01-03-01.wav,16000,22153,1.3845625
149,angry,actor_20,/03-01-05-02-16-20-01-03-01.wav,16000,25079,1.5674375
150,angry,actor_20,/03-01-05-02-11-20-01-03-01.wav,16000,15048,0.9405
151,angry,actor_20,/03-01-05-02-37-20-02-03-01.wav,16000,171364,10.71025
152,fearful,actor_20,/03-01-06-02-10-20-02-02-01-04.wav,16000,160079,10.0049375
153,angry,actor_20,/03-01-05-02-08-20-01-03-01.wav,16000,45977,2.8735625
154,angry,actor_20,/03-01-05-02-38-20-02-03-01.wav,16000,133748,8.35925
155,angry,actor_20,/03-01-05-02-10-20-02-02-02-04.wav,16000,323712,20.232
156,neutral,actor_20,/03-01-02-01-10-20-02-02-02-04.wav,16000,85682,5.355125
157,angry,actor_20,/03-01-05-02-42-20-02-03-01.wav,16000,173036,10.81475
158,angry,actor_20,/03-01-05-02-07-20-01-03-01.wav,16000,171782,10.736375
159,angry,actor_20,/03-01-05-02-23-20-01-03-01.wav,16000,70218,4.388625
160,angry,actor_20,/03-01-05-02-32-20-02-03-01-02.wav,16000,174708,10.91925
161,angry,actor_20,/03-01-05-02-10-20-01-03-01.wav,16000,70218,4.388625
162,surprised,actor_20,/03-01-08-02-10-20-02-02-02-04.wav,16000,25078,1.567375
163,angry,actor_20,/03-01-05-02-09-20-01-03-01.wav,16000,76488,4.7805
164,pleasure,actor_20,/03-01-10-01-09-20--02-03-01.wav,16000,44528,2.783
165,angry,actor_20,/03-01-05-02-36-20-02-03-01.wav,16000,53918,3.369875
166,neutral,actor_20,/03-01-02-01-41-20-02-03-01.wav,16000,53918,3.369875
167,angry,actor_20,/03-01-05-02-06-20-01-03-01.wav,16000,174708,10.91925
168,angry,actor_20,/03-01-05-02-39-20-02-03-01.wav,16000,171782,10.736375
169,angry,actor_20,/03-01-05-02-26-20-01-03-01-02.wav,16000,174708,10.91925
170,angry,actor_20,/03-01-05-02-18-20-01-03-01.wav,16000,46813,2.9258125
171,angry,actor_20,/03-01-05-02-25-20-01-03-01.wav,16000,12540,0.78375
172,disappointment,actor_20,/03-01-12-02-10-20-02-02-02-04.wav,16000,267076,16.69225
173,angry,actor_20,/03-01-05-02-31-20-02-03-01.wav,16000,94042,5.877625
174,neutral,actor_20,/03-01-02-01-18-20-02-02-02-04.wav,16000,178051,11.1281875
175,angry,actor_20,/03-01-05-02-17-20-01-03-01.wav,16000,22153,1.3845625
176,excited,actor_74,/03-01-09-01-03-74-02-02-04.wav,16000,77323,4.8326875
177,happy,actor_74,/03-01-03-01-04-74-02-02-04.wav,16000,157989,9.8743125
178,pain,actor_74,/03-01-11-01-02-74-02-02-04.wav,16000,81503,5.0939375
179,happy,actor_74,/03-01-03-01-03-74-02-02-04.wav,16000,166348,10.39675
180,angry,actor_74,/03-01-05-02-05-74-02-02-04.wav,16000,238237,14.8898125
181,angry,actor_74,/03-01-05-01-02-74-02-02-04.wav,16000,163004,10.18775
182,surprised,actor_74,/03-01-08-01-01-74-02-02-04.wav,16000,45140,2.82125
183,happy,actor_74,/03-01-03-01-02-74-02-02-04.wav,16000,173453,10.8408125
184,angry,actor_74,/03-01-05-02-04-74-02-02-04.wav,16000,180559,11.2849375
185,angry,actor_74,/03-01-05-02-03-74-02-02-04.wav,16000,132493,8.2808125
186,excited,actor_74,/03-01-09-02-02-74-02-02-02.wav,16000,256627,16.0391875
187,angry,actor_74,/03-01-05-01-03-74-02-02-02.wav,16000,44304,2.769
188,happy,actor_74,/03-01-03-01-05-74-02-02-04.wav,16000,196441,12.2775625
189,fearful,actor_74,/03-01-06-01-02-74-02-02-04.wav,16000,36781,2.2988125
190,angry,actor_74,/03-01-05-02-01-74-02-02-01.wav,16000,173035,10.8146875
191,sad,actor_74,/03-01-04-01-02-74-02-02-04.wav,16000,182230,11.389375
192,surprised,actor_74,/03-01-08-01-02-74-02-02-02.wav,16000,57679,3.6049375
193,happy,actor_74,/03-01-03-01-06-74-02-02-04.wav,16000,48483,3.0301875
194,happy,actor_74,/03-01-03-01-01-74-02-02-04.wav,16000,213995,13.3746875
195,pain,actor_80,/03-01-11-01-03-80-02-02-04.wav,16000,56425,3.5265625
196,fearful,actor_87,/03-01-06-02-19-87-02-02-16.wav,16000,24000,1.5
197,surprised,actor_87,/03-01-08-02-12-87-02-02-18.wav,16000,43200,2.7
198,surprised,actor_87,/03-01-08-02-01-87-02-02.wav,16000,33600,2.1
199,disgust,actor_87,/03-01-07-02-12-87-02-02-17.wav,16000,120000,7.5
200,surprised,actor_87,/03-01-08-02-01-87-02-02-28.wav,16000,52800,3.3
201,fearful,actor_87,/03-01-06-02-16-87-02-02-16.wav,16000,41600,2.6
202,neutral,actor_87,/03-01-02-01-01-87-02-02-12.wav,16000,52800,3.3
203,surprised,actor_87,/03-01-08-02-07-87-02-02.wav,16000,33600,2.1
204,fearful,actor_87,/03-01-06-02-10-87-02-02-16.wav,16000,160000,10.0
205,fearful,actor_87,/03-01-06-01-02-87-02-02.wav,16000,33600,2.1
206,fearful,actor_87,/03-01-06-02-09-87-02-02-16.wav,16000,273600,17.1
207,fearful,actor_87,/03-01-06-02-06-87-02-02-16.wav,16000,52800,3.3
208,sad,actor_87,/03-01-04-02-01-87-02-02-14.wav,16000,192000,12.0
209,surprised,actor_87,/03-01-08-01-04-87-02-02.wav,16000,75200,4.7
210,excited,actor_87,/03-01-09-02-01-87-04-02-19.wav,16000,83200,5.2
211,excited,actor_87,/03-01-09-01-14-87-02-02.wav,16000,182400,11.4
212,fearful,actor_87,/03-01-06-02-18-87-02-02-16.wav,16000,35200,2.2
213,fearful,actor_87,/03-01-06-02-03-87-02-02-36.wav,16000,35200,2.2
214,fearful,actor_87,/03-01-06-02-01-87-02-02-16.wav,16000,36800,2.3
215,surprised,actor_87,/03-01-08-01-05-87-02-02.wav,16000,38400,2.4
216,sad,actor_87,/03-01-04-02-10-87-02-02-14.wav,16000,197918,12.369875
217,fearful,actor_87,/03-01-06-02-17-87-02-02-16.wav,16000,52800,3.3
218,fearful,actor_87,/03-01-06-02-12-87-02-02-16.wav,16000,54400,3.4
219,surprised,actor_87,/03-01-08-01-07-87-02-02.wav,16000,173502,10.843875
220,fearful,actor_87,/03-01-06-02-20-87-02-02-16.wav,16000,48000,3.0
221,fearful,actor_87,/03-01-06-02-04-87-02-02-16.wav,16000,35200,2.2
222,neutral,actor_87,/03-01-02-01-04-87-04-02.wav,16000,169600,10.6
223,surprised,actor_87,/03-01-08-01-12-87-02-02.wav,16000,97600,6.1
224,fearful,actor_87,/03-01-06-02-03-87-02-02-16.wav,16000,17600,1.1
225,excited,actor_87,/03-01-09-01-04-87-02-02.wav,16000,89600,5.6
226,fearful,actor_87,/03-01-06-02-15-87-02-02-16.wav,16000,142400,8.9
227,fearful,actor_87,/03-01-06-02-02-87-02-02-16.wav,16000,35200,2.2
228,neutral,actor_87,/03-01-02-01-04-87-02-02.wav,16000,72000,4.5
229,surprised,actor_87,/03-01-08-01-01-87-02-02-18.wav,16000,97600,6.1
230,fearful,actor_87,/03-01-06-02-14-87-02-02-16.wav,16000,78400,4.9
231,fearful,actor_87,/03-01-06-02-13-87-02-02-16.wav,16000,52800,3.3
232,surprised,actor_87,/03-01-08-02-01-87-02-02-18.wav,16000,52800,3.3
233,fearful,actor_87,/03-01-06-02-05-87-02-02-16.wav,16000,35200,2.2
234,surprised,actor_87,/03-01-08-02-16-87-02-02.wav,16000,44800,2.8
235,boredom,actor_73,/03-01-01-01-02-73-02-02-02.wav,16000,37199,2.3249375
236,pain,actor_73,/03-01-11-02-03-73-02-02-02.wav,16000,221519,13.8449375
237,happy,actor_73,/03-01-03-01-02-73-02-02-02.wav,16000,53499,3.3436875
238,neutral,actor_73,/03-01-02-01-04-73-02-02-02.wav,16000,121626,7.601625
239,neutral,actor_73,/03-01-02-01-02-73-02-02-02.wav,16000,150465,9.4040625
240,angry,actor_103,/03-01-05-01-03-103-02-01-02.wav,16000,40125,2.5078125
241,angry,actor_103,/03-01-05-01-06-103-02-01-02.wav,16000,25915,1.6196875
242,angry,actor_103,/03-01-05-01-02-103-02-01-02.wav,16000,25915,1.6196875
243,angry,actor_103,/03-01-05-01-05-103-02-01-02.wav,16000,25079,1.5674375
244,disgust,actor_103,/03-01-07-01-10-103-02-01-02.wav,16000,36364,2.27275
245,angry,actor_103,/03-01-05-01-07-103-02-01-02-18.wav,16000,30094,1.880875
246,angry,actor_103,/03-01-05-01-04-103-02-01-02.wav,16000,26333,1.6458125
247,angry,actor_45,/03-01-05-01-01-45-02-01-02-15.wav,16000,8812,0.55075
248,surprised,actor_89,/03-01-08-01-06-89-02-02.wav,16000,16000,1.0
249,sad,actor_89,/03-01-04-01-04-89-02-02.wav,16000,136000,8.5
250,surprised,actor_89,/03-01-08-01-04-89-02-02.wav,16000,25600,1.6
251,happy,actor_42,/03-01-03-01-03-42-02-02-01.wav,16000,80000,5.0
252,angry,actor_42,/03-01-05-01-13-42-02-02-04.wav,16000,144000,9.0
253,disappointment,actor_42,/03-01-12-01-10-42-02-02-01.wav,16000,156800,9.8
254,disappointment,actor_42,/03-01-12-02-17-42-02-02-01.wav,16000,337600,21.1
255,disappointment,actor_42,/03-01-12-01-04-42-02-02-01-04.wav,16000,161600,10.1
256,surprised,actor_42,/03-01-08-01-11-42-02-02-01.wav,16000,43200,2.7
257,excited,actor_42,/03-01-09-01-13-42-02-02-01 (2).wav,16000,33600,2.1
258,disgust,actor_42,/03-01-07-01-12-42-02-02-04.wav,16000,19815,1.2384375
259,happy,actor_42,/03-01-03-01-13-42-02-02-01.wav,16000,64000,4.0
260,sad,actor_42,/03-01-04-01-07-42-02-02-04.wav,16000,192000,12.0
261,disgust,actor_42,/03-01-07-01-03-42-02-02-01.wav,16000,62122,3.882625
262,excited,actor_42,/03-01-09-02-02-42-02-02-01.wav,16000,248000,15.5
263,disappointment,actor_42,/03-01-12-02-19-42-02-02-01.wav,16000,336000,21.0
264,excited,actor_42,/03-01-09-01-13-42-02-02-01.wav,16000,54400,3.4
265,angry,actor_42,/03-01-05-01-03-42-02-02-01.wav,16000,48000,3.0
266,fearful,actor_42,/03-01-06-01-13-42-02-02-01.wav,16000,12800,0.8
267,sad,actor_42,/03-01-04-01-13-42-02-02-01.wav,16000,46400,2.9
268,disappointment,actor_42,/03-01-12-01-13-42-02-02-01.wav,16000,196511,12.2819375
269,sad,actor_42,/03-01-04-01-14-42-02-02-04.wav,16000,160000,10.0
270,sad,actor_42,/03-01-04-01-05-42-02-02-01.wav,16000,112199,7.0124375
271,pleasure,actor_42,/03-01-10-01-03-42-02-02-01.wav,16000,36613,2.2883125
272,surprised,actor_42,/03-01-08-01-13-42-02-02-04.wav,16000,19200,1.2
273,neutral,actor_42,/03-01-02-01-13-42-02-02-01.wav,16000,166400,10.4
274,disappointment,actor_42,/03-01-12-01-03-42-02-02-04.wav,16000,124345,7.7715625
275,happy,actor_42,/03-01-03-01-17-42-02-02-01.wav,16000,116146,7.259125
276,happy,actor_42,/03-01-03-02-09-42-02-02-04.wav,16000,155200,9.7
277,surprised,actor_42,/03-01-08-01-13-42-02-02-01.wav,16000,67200,4.2
278,angry,actor_42,/03-01-05-02-11-42-02-02-04.wav,16000,267200,16.7
279,sad,actor_42,/03-01-04-01-12-42-02-02-04.wav,16000,141632,8.852
280,angry,actor_104,/03-01-05-01-03-104-02-01-02.wav,16000,29676,1.85475
281,angry,actor_104,/03-01-05-02-06-104-02-01-01.wav,16000,12894,0.805875
282,pain,actor_104,/03-01-11-02-12-104-02-01-02.wav,16000,34417,2.1510625
283,fearful,actor_104,/03-01-06-01-04-104-02-01-02.wav,16000,35528,2.2205
284,fearful,actor_21,/03-01-06-01-99-21-02-02-02-03.wav,16000,30512,1.907
285,angry,actor_21,/03-01-05-01-65-21-02-01-02.wav,16000,48066,3.004125
286,angry,actor_21,/03-01-05-02-99-21-02-02-02.wav,16000,14630,0.914375
287,fearful,actor_21,/03-01-06-02-04-21-02-03-02.wav,16000,29676,1.85475
288,sad,actor_21,/03-01-04-01-64-21-02-02-02.wav,16000,130822,8.176375
289,surprised,actor_21,/03-01-08-02-98-21-02-02-02.wav,16000,52664,3.2915
290,neutral,actor_21,/03-01-02-01-67-21-02-02-02.wav,16000,30512,1.907
291,fearful,actor_21,/03-01-06-02-99-21-02-02-02-02.wav,16000,46395,2.8996875
292,angry,actor_21,/03-01-05-01-97-21-02-01-01.wav,16000,94460,5.90375
293,pleasure,actor_21,/03-01-10-01-10-21-02-02-02-04.wav,16000,85264,5.329
294,disgust,actor_26,/03-01-07-01-04-26-02-02-02-17.wav,16000,38784,2.424
295,happy,actor_26,/03-01-03-01-03-26-02-02-03-13.wav,16000,53760,3.36
296,angry,actor_26,/03-01-05-02-01-26-02-02-02-15.wav,16000,157571,9.8481875
297,neutral,actor_26,/03-01-02-02-02-26-02-03-01.wav,16000,54155,3.3846875
298,surprised,actor_26,/03-01-08-01-01-26-02-02-02.wav,16000,17554,1.097125
299,neutral,actor_26,/03-01-02-01-06-26-02-02-01.wav,16000,157153,9.8220625
300,happy,actor_26,/03-01-03-01-10-26-02-02-02-13.wav,16000,117865,7.3665625
301,neutral,actor_26,/03-01-02-02-20-26-02-02-02.wav,16000,426736,26.671
302,surprised,actor_26,/03-01-08-02-20-26-02-02-02.wav,16000,175961,10.9975625
303,neutral,actor_26,/03-01-02-01-04-26-02-02-01.wav,16000,160079,10.0049375
304,angry,actor_26,/03-01-05-01-02-26-02-02-02-15.wav,16000,140852,8.80325
305,happy,actor_26,/03-01-03-01-05-26-02-02-02-13.wav,16000,57216,3.576
306,neutral,actor_26,/03-01-02-01-05-26-02-02-01.wav,16000,158407,9.9004375
307,happy,actor_26,/03-01-03-01-08-26-02-02-02-13.wav,16000,35945,2.2465625
308,happy,actor_26,/03-01-03-01-06-26-02-02-02-13.wav,16000,74397,4.6498125
309,neutral,actor_26,/03-01-02-02-21-26-02-02-02.wav,16000,186828,11.67675
310,neutral,actor_19,/03-01-02-01-06-19-02-03-01-03-77.wav,16000,174708,10.91925
311,angry,actor_19,/03-01-05-02-26-19-02-03-01.wav,16000,43051,2.6906875
312,sad,actor_19,/03-01-04-01-01-19-02-03-01.wav,16000,57680,3.605
313,neutral,actor_19,/03-01-02-01-01-19-02-03-01-02.wav,16000,174708,10.91925
314,angry,actor_19,/03-01-05-02-30-19-02-03-01.wav,16000,94460,5.90375
315,happy,actor_19,/03-01-03-01-04-19-02-03-01.wav,16000,36364,2.27275
316,angry,actor_19,/03-01-05-01-13-19-02-03-01.wav,16000,142525,8.9078125
